name,x,y,z,theta_rad1,theta_rad2,theta_rad3
2011_09_26_drive_0028_sync_0000000156,0,0,-0.19,0,0,0
2011_09_26_drive_0028_sync_0000000208,0.21,-0.49,0.47,0,0,3.02
2011_09_26_drive_0028_sync_0000000200,0.38,-0.47,-0.2,0,1.45,1.9
2011_09_26_drive_0028_sync_0000000063,0.18,0,-0.37,3.08,0.77,-3.86
2011_09_26_drive_0028_sync_0000000227,0,0,0.15,0,2.82,0
2011_09_26_drive_0028_sync_0000000279,0,-0.42,0.19,0,-4.4,0
2011_09_26_drive_0028_sync_0000000067,0,0.2,0,4.6,-1.59,0
2011_09_26_drive_0028_sync_0000000097,0.42,-0.12,0,0,-2.3,-2.32
2011_09_26_drive_0028_sync_0000000111,-0.45,0,-0.34,0,0.83,0
2011_09_26_drive_0028_sync_0000000033,0.32,0,0,0,0,0
2011_09_26_drive_0028_sync_0000000031,0,0,0,0,1.41,0
2011_09_26_drive_0028_sync_0000000334,0,-0.21,0,1.63,0,-4.2
2011_09_26_drive_0028_sync_0000000414,-0.13,-0.17,0,4.78,-4.35,3.15
2011_09_26_drive_0028_sync_0000000255,0.17,0,0,4.14,-2.22,4.35
2011_09_26_drive_0028_sync_0000000277,0,0,0,-3.05,0,-3.29
2011_09_26_drive_0028_sync_0000000211,0,-0.19,0.34,0.87,0,4.16
2011_09_26_drive_0028_sync_0000000349,0.18,0,0,4.82,4.41,0
2011_09_26_drive_0028_sync_0000000328,0.34,0,0,0,0,2.3
2011_09_26_drive_0028_sync_0000000064,0.19,0,0.37,0,-3.5,-2.79
2011_09_26_drive_0028_sync_0000000003,-0.32,0,-0.15,0,0,-2.18
2011_09_26_drive_0028_sync_0000000205,0,0,0,0,4.49,-0.62
2011_09_26_drive_0028_sync_0000000185,0,0,0,0,-2.3,0
2011_09_26_drive_0028_sync_0000000217,0,0.32,0,0,0,-4.11
2011_09_26_drive_0028_sync_0000000321,0,0.36,0,0,3.8,0
2011_09_26_drive_0028_sync_0000000181,0,0,-0.4,0,0,0
2011_09_26_drive_0028_sync_0000000286,0,0,-0.22,0,0,0
2011_09_26_drive_0028_sync_0000000089,0,0.25,0,-2.97,0,0
2011_09_26_drive_0028_sync_0000000201,0,0,0.22,3.15,0,0
2011_09_26_drive_0028_sync_0000000338,0.22,0,0,0,0,0
2011_09_26_drive_0028_sync_0000000323,0.26,0.28,0.24,2.48,0,-2.89
2011_09_26_drive_0028_sync_0000000061,0,0,0,0,0,-0.9
2011_09_26_drive_0028_sync_0000000046,0,0,0.45,0,-1.62,0
2011_09_26_drive_0028_sync_0000000343,0,0,0,4.16,0,-2.82
2011_09_26_drive_0028_sync_0000000407,0,-0.3,0,0,-4.62,0
2011_09_26_drive_0028_sync_0000000289,0,-0.13,0,0,0,0
2011_09_26_drive_0028_sync_0000000345,0,-0.25,0,0,0.52,0
2011_09_26_drive_0028_sync_0000000240,0.18,-0.23,0.11,0,-2.3,-4.05
2011_09_26_drive_0028_sync_0000000421,-0.39,0.21,0,0,0,0
2011_09_26_drive_0028_sync_0000000426,0,0,0.44,1.02,0,-3.95
2011_09_26_drive_0028_sync_0000000380,0,0.23,-0.4,-4.96,3.45,2.09
2011_09_26_drive_0028_sync_0000000166,-0.15,0,0,0,3.63,0
2011_09_26_drive_0028_sync_0000000259,0.17,0.48,0.38,0,4.51,3.26
2011_09_26_drive_0028_sync_0000000096,-0.49,0.14,0,1.08,1.76,-4.46
2011_09_26_drive_0028_sync_0000000127,0,0,-0.39,-3.42,0,3.45
2011_09_26_drive_0028_sync_0000000425,-0.13,0,0,2.46,-1.2,0
2011_09_26_drive_0028_sync_0000000284,0.23,0.43,0.42,0,3.63,3.01
2011_09_26_drive_0028_sync_0000000139,0,0,0,0,-2.91,0
2011_09_26_drive_0028_sync_0000000000,0.43,0,0,0,0,-4.23
2011_09_26_drive_0029_sync_0000000292,0,0.44,0,0,0,0
2011_09_26_drive_0029_sync_0000000326,0,0.1,0,0,1.93,0
2011_09_26_drive_0029_sync_0000000221,-0.12,0.32,-0.3,-2.56,0,4.55
2011_09_26_drive_0029_sync_0000000048,0,0,0,-2.65,0,0
2011_09_26_drive_0029_sync_0000000195,-0.32,-0.28,0.21,0,0,0
2011_09_26_drive_0029_sync_0000000143,0.15,0,0.17,0,0,2.02
2011_09_26_drive_0029_sync_0000000069,0,0,-0.28,-1.16,0,4.52
2011_09_26_drive_0029_sync_0000000099,0,-0.29,0.26,0,1.54,0
2011_09_26_drive_0029_sync_0000000347,0,0,0,0,0,-0.59
2011_09_26_drive_0029_sync_0000000408,-0.29,0,-0.16,2.93,4.07,0
2011_09_26_drive_0029_sync_0000000424,0,0,0,2.26,0,0
2011_09_26_drive_0029_sync_0000000371,0,0,0.3,1.81,0,0
2011_09_26_drive_0029_sync_0000000399,0,-0.16,0.34,0.7,1.9,0.92
2011_09_26_drive_0029_sync_0000000220,0,-0.4,0.3,3.44,0,0
2011_09_26_drive_0029_sync_0000000418,0,-0.26,0.28,0,0,0
2011_09_26_drive_0029_sync_0000000387,0.32,0,-0.23,-3.12,-2.48,0
2011_09_26_drive_0029_sync_0000000273,0.41,0,0,0,-1.92,0
2011_09_26_drive_0029_sync_0000000218,-0.28,0,0,0,0,0
2011_09_26_drive_0029_sync_0000000010,0,0.29,-0.44,-4.29,-1.21,0
2011_09_26_drive_0029_sync_0000000159,-0.17,0,0,0,4.68,-2.36
2011_09_26_drive_0029_sync_0000000138,0,0,-0.13,0,-4.74,0
2011_09_26_drive_0029_sync_0000000412,0,0,-0.48,-0.97,3.89,-4.24
2011_09_26_drive_0029_sync_0000000165,0,0,-0.3,-3.08,0,0
2011_09_26_drive_0029_sync_0000000226,0,0.14,0,0,-2.24,-1.0
2011_09_26_drive_0029_sync_0000000330,-0.35,-0.43,0.29,0,3.34,-2.55
2011_09_26_drive_0029_sync_0000000173,0.15,0,0.33,-0.97,-3.54,-1.68
2011_09_26_drive_0029_sync_0000000153,0.19,-0.25,0,1.97,0,0
2011_09_26_drive_0029_sync_0000000231,0.23,-0.31,0.15,0,2.69,2.2
2011_09_26_drive_0029_sync_0000000029,0.3,0,0.18,0,0,4.76
2011_09_26_drive_0029_sync_0000000135,0,-0.21,0,-2.68,0,0
2011_09_26_drive_0029_sync_0000000246,0.17,0,-0.29,0,0,-4.18
2011_09_26_drive_0029_sync_0000000176,-0.24,0,0.5,-3.0,-2.89,1.42
2011_09_26_drive_0029_sync_0000000269,0,0.44,-0.12,0,0,0
2011_09_26_drive_0029_sync_0000000397,0,0,0,-3.5,0,0
2011_09_26_drive_0029_sync_0000000079,0.35,0,-0.18,0,-2.72,0
2011_09_26_drive_0029_sync_0000000362,0.48,-0.27,-0.36,0,3.38,1.49
2011_09_26_drive_0029_sync_0000000332,-0.11,0.13,0.18,-3.82,3.76,0
2011_09_26_drive_0029_sync_0000000074,0.2,-0.35,0,0,0,0
2011_09_26_drive_0029_sync_0000000228,0,0.42,-0.2,0,0,0
2011_09_26_drive_0029_sync_0000000385,-0.16,0,0,0,0,0
2011_09_26_drive_0029_sync_0000000128,0,0,-0.33,0,-3.0,0
2011_09_26_drive_0029_sync_0000000121,-0.12,0,0,0,0,-0.75
2011_09_26_drive_0029_sync_0000000420,-0.17,-0.3,-0.24,2.68,0,4.17
2011_09_26_drive_0029_sync_0000000040,-0.26,-0.21,0,0,0,-0.86
2011_09_26_drive_0029_sync_0000000382,0.32,0,0.46,0,0,0
2011_09_26_drive_0029_sync_0000000409,0,0,0,3.18,3.93,2.96
2011_09_26_drive_0029_sync_0000000191,0,-0.3,0.22,0,0,0
2011_09_26_drive_0029_sync_0000000125,0,0.31,0,0,0,0
2011_09_26_drive_0029_sync_0000000090,0.14,0,0,0,0,0
2011_09_26_drive_0029_sync_0000000288,0,0,-0.26,4.03,0,0
2011_09_26_drive_0029_sync_0000000017,0,-0.19,0.29,0,0,1.51
2011_09_26_drive_0029_sync_0000000291,0.22,-0.39,0,-3.83,0.88,0
2011_09_26_drive_0029_sync_0000000148,0.33,-0.29,-0.44,-1.73,2.64,0
2011_09_26_drive_0029_sync_0000000236,0,0.14,-0.24,-4.8,0,0
2011_09_26_drive_0029_sync_0000000144,0.14,-0.3,0,-1.34,-1.31,2.76
2011_09_26_drive_0029_sync_0000000384,0,-0.41,0.12,0,0,0
2011_09_26_drive_0029_sync_0000000290,0.47,-0.43,-0.14,-1.35,0,-3.37
2011_09_26_drive_0029_sync_0000000095,0.28,-0.14,-0.44,0,0,-1.52
2011_09_26_drive_0029_sync_0000000303,0,0.48,-0.33,-0.83,0,0
2011_09_26_drive_0029_sync_0000000261,0,0,0.47,0,-3.18,4.79
2011_09_26_drive_0029_sync_0000000272,0.5,-0.31,0.23,-2.05,0,-0.96
2011_09_26_drive_0029_sync_0000000126,0,0,0.29,-2.84,5.0,0
2011_09_26_drive_0029_sync_0000000285,0.38,-0.36,0,0,2.03,1.22
2011_09_26_drive_0029_sync_0000000145,0,0.19,0.39,-1.77,4.09,-1.64
2011_09_26_drive_0029_sync_0000000155,0.48,-0.37,0,0,-1.44,3.55
2011_09_26_drive_0029_sync_0000000113,-0.25,-0.47,-0.17,0,-0.61,0
2011_09_26_drive_0029_sync_0000000092,0,0.22,-0.44,0,0,-2.41
2011_09_26_drive_0029_sync_0000000313,0,-0.29,0,0,0,0
2011_09_26_drive_0029_sync_0000000346,-0.12,0.32,0,0,-4.28,0
2011_09_26_drive_0029_sync_0000000404,-0.21,-0.19,0.36,4.43,0,0
2011_09_26_drive_0029_sync_0000000219,0,0,-0.31,1.64,3.37,4.48
2011_09_26_drive_0029_sync_0000000376,-0.24,0.17,0,1.89,-2.02,-0.91
2011_09_26_drive_0029_sync_0000000410,0,0,0,0,2.95,0
2011_09_26_drive_0029_sync_0000000400,0,-0.21,0,3.03,3.16,3.34
2011_09_26_drive_0029_sync_0000000177,0,0,0,0,-0.98,0
2011_09_26_drive_0029_sync_0000000235,0,0,0.43,3.22,0,0
2011_09_26_drive_0029_sync_0000000103,-0.12,-0.14,-0.1,3.36,0,1.02
2011_09_26_drive_0029_sync_0000000204,0,0,-0.14,-2.02,0,-1.51
2011_09_26_drive_0029_sync_0000000052,0,0,0,0.78,0,-4.54
2011_09_26_drive_0029_sync_0000000197,0,0.24,0,2.33,0,4.83
2011_09_26_drive_0029_sync_0000000374,0.46,0.45,-0.24,4.55,-3.01,0
2011_09_26_drive_0029_sync_0000000157,0,0,-0.18,-1.17,4.75,3.61
2011_09_26_drive_0029_sync_0000000137,0,0,-0.45,3.61,0,0.71
2011_09_26_drive_0029_sync_0000000352,0,-0.31,0,3.07,0,0
2011_09_26_drive_0029_sync_0000000117,0,-0.25,0.29,2.65,0,0
2011_09_26_drive_0029_sync_0000000142,0,-0.15,0,0,0,-4.86
2011_09_26_drive_0029_sync_0000000044,0,0,0,0,-3.7,-1.69
2011_09_26_drive_0029_sync_0000000083,0,0,0,0.95,-1.62,0
2011_09_26_drive_0029_sync_0000000167,0,0,0.48,-2.04,0,4.37
2011_09_26_drive_0029_sync_0000000301,-0.48,0,0.4,0,1.6,0
2011_09_26_drive_0029_sync_0000000183,0,0,-0.22,-2.39,2.46,-3.05
2011_09_26_drive_0029_sync_0000000034,0,-0.37,0,0,0,0
2011_09_26_drive_0029_sync_0000000123,0.11,0.49,-0.29,0,-2.49,3.97
2011_09_26_drive_0029_sync_0000000129,-0.45,0,-0.27,0,2.52,2.07
2011_09_26_drive_0029_sync_0000000281,0,0.47,0,0,0,0
2011_09_26_drive_0029_sync_0000000049,0.38,0,0,0,0,-0.74
2011_09_26_drive_0029_sync_0000000199,0,0.13,0,0,0,0
2011_09_26_drive_0029_sync_0000000077,-0.49,0,0,2.31,-4.65,1.95
2011_09_26_drive_0029_sync_0000000233,0,0.25,-0.18,-2.11,0,0
2011_09_26_drive_0029_sync_0000000314,-0.36,0,0,0,0,2.08
2011_09_26_drive_0029_sync_0000000054,-0.48,0,0,0,0,0
2011_09_26_drive_0029_sync_0000000278,0,-0.17,0.23,0.5,3.96,0
2011_09_26_drive_0029_sync_0000000152,0.22,0.44,-0.19,-1.62,0,2.79
2011_09_26_drive_0029_sync_0000000296,-0.36,0.41,-0.41,4.21,0,3.89
2011_09_26_drive_0029_sync_0000000370,0,0,0.45,0,0,0
2011_09_26_drive_0029_sync_0000000214,0,0.22,0,0,0,0
2011_09_26_drive_0029_sync_0000000230,0.47,0,0.49,0,0,0
2011_09_26_drive_0029_sync_0000000130,0,0.45,-0.44,0,0,0
2011_09_26_drive_0029_sync_0000000016,0,0,0,-4.79,0,0.72
2011_09_26_drive_0029_sync_0000000375,0,0.4,0.17,-3.15,0.79,0
2011_09_26_drive_0029_sync_0000000105,0,0,0.3,-0.53,-3.0,0
2011_09_26_drive_0029_sync_0000000158,0,0,-0.25,0,0,0
2011_09_26_drive_0029_sync_0000000243,0.32,-0.19,0,-2.56,0,3.76
2011_09_26_drive_0029_sync_0000000406,0,0,0,4.66,0,0
2011_09_26_drive_0029_sync_0000000353,0,0,0,0,0,-2.15
2011_09_26_drive_0029_sync_0000000317,-0.45,0.35,0,-3.82,-2.22,-4.59
2011_09_26_drive_0029_sync_0000000283,0,0,-0.24,2.63,3.25,0
2011_09_26_drive_0029_sync_0000000333,0.48,0.13,0.19,1.65,-2.46,0
2011_09_26_drive_0029_sync_0000000055,-0.17,-0.46,-0.12,0,0,0
2011_09_26_drive_0029_sync_0000000134,0.33,0,0,0,-1.45,0
2011_09_26_drive_0029_sync_0000000036,0,-0.25,0,0,0,0
2011_09_26_drive_0029_sync_0000000355,0.34,-0.27,-0.43,0,-3.86,0
2011_09_26_drive_0029_sync_0000000427,0.42,0,0.43,1.07,0.74,-3.09
2011_09_26_drive_0029_sync_0000000369,-0.26,0,0,3.78,4.38,3.61
2011_09_26_drive_0029_sync_0000000189,-0.45,-0.42,0.17,0,0.66,-1.31
2011_09_26_drive_0029_sync_0000000390,0,0.18,-0.35,0,0,0
2011_09_26_drive_0029_sync_0000000357,-0.46,-0.14,0,0.62,4.84,2.91
2011_09_26_drive_0029_sync_0000000066,-0.17,0,0,4.2,0,3.78
2011_09_26_drive_0029_sync_0000000094,-0.44,0,0,1.4,0,0
2011_09_26_drive_0029_sync_0000000388,0,0,0.15,0,1.42,0
2011_09_26_drive_0029_sync_0000000193,0,-0.25,0,4.89,3.6,0
2011_09_26_drive_0029_sync_0000000295,0,0,0,0,0,-4.63
2011_09_26_drive_0029_sync_0000000234,0,0,0,1.05,0,0
2011_09_26_drive_0029_sync_0000000035,-0.19,0.13,-0.43,0,3.83,3.43
2011_09_26_drive_0029_sync_0000000050,0,0,0,0,0,0.57
2011_09_26_drive_0029_sync_0000000163,0.37,0.14,0,0,-3.34,0
2011_09_26_drive_0029_sync_0000000329,0,0,0,0.7,3.58,0
2011_09_26_drive_0029_sync_0000000100,0,0,0.19,3.7,-4.05,-2.01
2011_09_26_drive_0029_sync_0000000149,0,-0.24,0,1.18,2.98,0
2011_09_26_drive_0029_sync_0000000258,0,0,-0.17,0,0,0
2011_09_26_drive_0029_sync_0000000229,0.19,0,-0.22,0,0,-1.25
2011_09_26_drive_0029_sync_0000000256,0,0,0,2.91,0,0
2011_09_26_drive_0029_sync_0000000356,0,0,0.47,2.55,0,-4.35
2011_09_26_drive_0029_sync_0000000136,0,0,0,0,0,2.81
2011_09_26_drive_0029_sync_0000000391,0,0,0,-4.69,0,0
2011_09_26_drive_0029_sync_0000000041,-0.29,0,0,0,-4.05,-1.01
2011_09_26_drive_0029_sync_0000000248,0.39,0,0,2.67,0,-4.89
2011_09_26_drive_0029_sync_0000000141,0,0.26,0,3.07,0,0
2011_09_26_drive_0029_sync_0000000312,0,0,-0.16,0,-4.42,0
2011_09_26_drive_0029_sync_0000000084,0,0,-0.43,-2.1,-2.5,1.61
2011_09_26_drive_0029_sync_0000000254,0,0,0,4.38,0,0
2011_09_26_drive_0029_sync_0000000190,0.28,0.39,0,4.88,-1.29,0
2011_09_26_drive_0029_sync_0000000161,0.17,0.41,0,-2.37,0,-0.85
2011_09_26_drive_0029_sync_0000000383,0,0,0.45,1.55,0,-4.14
2011_09_26_drive_0029_sync_0000000344,0,0,0,0,-4.67,0
2011_09_26_drive_0029_sync_0000000239,0,-0.43,0,0,0,3.19
2011_09_26_drive_0029_sync_0000000179,-0.49,0,-0.34,0,-2.88,-3.59
2011_09_26_drive_0029_sync_0000000336,-0.12,0.2,-0.25,-2.41,4.3,0
2011_09_26_drive_0029_sync_0000000398,0,0,0,1.81,0,0
2011_09_26_drive_0029_sync_0000000196,0,0,0,0,0,-3.69
2011_09_26_drive_0029_sync_0000000222,0.11,0,0,0,3.34,1.49
2011_09_26_drive_0029_sync_0000000307,0,0,-0.5,0,-0.77,-3.95
2011_09_26_drive_0029_sync_0000000245,-0.11,0,0.19,0,0,0.76
2011_09_26_drive_0029_sync_0000000042,0.22,0,-0.37,1.82,0,-2.27
2011_09_26_drive_0029_sync_0000000037,0,0.39,-0.13,3.43,-3.43,0.79
2011_09_26_drive_0029_sync_0000000386,-0.45,-0.22,-0.35,0.99,0,0
2011_09_26_drive_0029_sync_0000000022,-0.12,0,0.43,0,0,0
2011_09_26_drive_0029_sync_0000000351,0.23,0.16,-0.26,4.5,0,-3.85
2011_09_26_drive_0029_sync_0000000108,0.43,-0.15,0,0,0,-3.02
2011_09_26_drive_0029_sync_0000000365,0,0,0,-0.82,-4.52,3.36
2011_09_26_drive_0029_sync_0000000315,0.15,0,0,-1.73,1.17,1.68
2011_09_26_drive_0029_sync_0000000247,0.41,-0.4,0.16,0,1.16,-1.92
2011_09_26_drive_0029_sync_0000000298,0,0.47,0,0,0,0
2011_09_26_drive_0029_sync_0000000170,0.27,-0.1,-0.1,-1.9,4.52,0
2011_09_26_drive_0029_sync_0000000015,0,0,0,0,0,-4.89
2011_09_26_drive_0029_sync_0000000224,0.36,0,0,0,0,0
2011_09_26_drive_0029_sync_0000000265,0.14,0,0,0,0,0
2011_09_26_drive_0029_sync_0000000216,0,0,0.4,0,0,-1.35
2011_09_26_drive_0029_sync_0000000110,0.15,0.14,0.12,0,0,-3.15
2011_09_26_drive_0029_sync_0000000087,0,-0.46,-0.49,-3.98,0,4.11
2011_09_26_drive_0029_sync_0000000043,0,0,0,0,-1.92,0
2011_09_26_drive_0029_sync_0000000367,0,0,0,0,1.44,4.4
2011_09_26_drive_0029_sync_0000000237,-0.49,0,0,-1.07,-4.52,0
2011_09_26_drive_0029_sync_0000000316,0.29,0.4,0,0,0,-2.16
2011_09_26_drive_0029_sync_0000000257,0,0.43,-0.19,1.56,0,0
2011_09_26_drive_0029_sync_0000000045,0,0,0,4.91,0,0
2011_09_26_drive_0029_sync_0000000287,-0.27,0.17,0,0,0,0.54
2011_09_26_drive_0029_sync_0000000186,-0.44,0,0,0,0,0
2011_09_26_drive_0029_sync_0000000056,0,0,-0.5,0,1.42,-1.24
2011_09_26_drive_0029_sync_0000000006,0,0,0.24,0,0,0
2011_09_26_drive_0029_sync_0000000198,0,0,-0.31,0,0,-1.69
2011_09_26_drive_0029_sync_0000000339,0.4,-0.18,0,1.72,1.23,3.14
2011_09_26_drive_0029_sync_0000000213,0,0,-0.36,0,4.36,0
2011_09_26_drive_0029_sync_0000000263,0,0,0,0,0,3.8
2011_09_26_drive_0029_sync_0000000341,0.35,-0.13,0,1.87,0,0
2011_09_26_drive_0029_sync_0000000253,0,0.32,0,0,0,0
2011_09_26_drive_0029_sync_0000000020,-0.2,-0.18,0.4,4.78,-3.27,0
2011_09_26_drive_0029_sync_0000000389,0,0,0,2.01,0,0
2011_09_26_drive_0029_sync_0000000207,0,0,0,0,0,4.79
2011_09_26_drive_0029_sync_0000000133,0,0.13,0,0,1.81,0
2011_09_26_drive_0029_sync_0000000132,0.23,0.36,0.36,-2.22,0,0
2011_09_26_drive_0029_sync_0000000122,0,-0.47,0,0,0,2.6
2011_09_26_drive_0029_sync_0000000038,0.44,-0.43,0.42,0,3.74,0
2011_09_26_drive_0029_sync_0000000070,-0.34,0,0,-3.24,-1.43,0
2011_09_26_drive_0029_sync_0000000262,0.46,0.12,0,0,0,0
2011_09_26_drive_0029_sync_0000000075,0,0,-0.39,0,0,-1.01
2011_09_26_drive_0029_sync_0000000188,0.1,0.33,-0.46,0,4.67,3.49
2011_09_26_drive_0029_sync_0000000416,0,-0.39,-0.17,-3.63,0,-3.43
2011_09_26_drive_0029_sync_0000000164,0,-0.25,0,0,-0.58,-3.59
2011_09_26_drive_0029_sync_0000000264,0,0,-0.32,-4.61,-2.94,0.75
2011_09_26_drive_0029_sync_0000000299,-0.23,0.27,0.21,-0.81,4.18,0
2011_09_26_drive_0029_sync_0000000047,0.28,-0.43,0.25,-3.0,0,-4.8
2011_09_26_drive_0029_sync_0000000318,0.29,0,0.25,0,0.55,0
2011_09_26_drive_0029_sync_0000000065,-0.13,-0.16,0.25,2.57,0,-3.43
2011_09_26_drive_0029_sync_0000000242,-0.28,0,0,0,0,0
2011_09_26_drive_0029_sync_0000000168,-0.41,0.22,-0.13,-2.25,0,0
2011_09_26_drive_0029_sync_0000000232,0,0,-0.23,4.47,0,0
2011_09_26_drive_0029_sync_0000000012,0.47,-0.12,0,0,1.77,0
2011_09_26_drive_0029_sync_0000000280,-0.31,0,0,0,0,3.28
2011_09_26_drive_0029_sync_0000000305,0,0,0,0,-3.3,0
2011_09_26_drive_0029_sync_0000000071,0,0.15,0.29,0,-2.07,-0.61
2011_09_26_drive_0029_sync_0000000013,0,0,0,0,0,0.62
2011_09_26_drive_0029_sync_0000000194,0,0,0,0,-1.83,2.63
2011_09_26_drive_0029_sync_0000000252,0.41,0,0.12,2.0,-2.5,-0.92
2011_09_26_drive_0029_sync_0000000162,-0.15,0,-0.32,4.51,-3.22,-3.79
2011_09_26_drive_0029_sync_0000000174,0,0,0,0,0,-1.62
2011_09_26_drive_0029_sync_0000000379,0.14,-0.43,0,0,0.7,-3.28
2011_09_26_drive_0029_sync_0000000401,0,0,-0.47,-1.32,0,0
2011_09_26_drive_0029_sync_0000000019,-0.16,0.35,0.39,0,1.71,0
2011_09_26_drive_0029_sync_0000000039,-0.42,0.17,0,0,-1.6,4.74
2011_09_26_drive_0029_sync_0000000271,0,0.37,0.36,-0.94,0,-1.43
2011_09_26_drive_0029_sync_0000000310,0,0,-0.44,2.73,0,0
2011_09_26_drive_0029_sync_0000000131,0.11,-0.29,0,0,-0.58,-3.43
2011_09_26_drive_0029_sync_0000000417,0.29,0,0.1,1.65,3.66,-3.89
2011_09_26_drive_0029_sync_0000000059,0.14,0,0.42,0,0,0
2011_09_26_drive_0029_sync_0000000027,0.46,0,0,0,0,0
2011_09_26_drive_0029_sync_0000000104,0,0,0.13,0,0,0
2011_09_26_drive_0029_sync_0000000169,-0.47,0.29,0.2,-2.9,1.51,0
2011_09_26_drive_0029_sync_0000000335,-0.18,0,-0.36,-4.07,-3.54,0
2011_09_26_drive_0029_sync_0000000360,0,0,0.25,0,0,-1.31
2011_09_26_drive_0029_sync_0000000151,-0.4,0.41,-0.4,0,1.04,-1.16
2011_09_26_drive_0029_sync_0000000392,0,-0.23,0,0,0,0
2011_09_26_drive_0029_sync_0000000393,0,0.35,0,0,-3.54,0
2011_09_26_drive_0029_sync_0000000082,-0.25,0.42,0,4.78,0,0
2011_09_26_drive_0029_sync_0000000364,0,-0.47,0.34,4.96,0,0
2011_09_26_drive_0029_sync_0000000060,0,0,0,0,0,-0.94
2011_09_26_drive_0029_sync_0000000405,0.11,0.21,0,0.59,2.7,2.39
2011_09_26_drive_0029_sync_0000000147,0,0,-0.15,-0.83,0,0
2011_09_26_drive_0029_sync_0000000182,-0.13,-0.16,0,-2.31,0,-2.92
2011_09_26_drive_0029_sync_0000000249,-0.11,0,0.32,-0.86,-1.98,3.84
2011_09_26_drive_0029_sync_0000000304,0.18,0,0,-4.75,0,0
2011_09_26_drive_0029_sync_0000000402,0,0,0.22,0,0,0
2011_09_26_drive_0029_sync_0000000086,0.28,0.2,-0.24,0.82,3.88,0
2011_09_26_drive_0029_sync_0000000411,-0.25,0,0,2.82,3.63,0
2011_09_26_drive_0029_sync_0000000116,-0.31,-0.22,-0.14,-4.48,0,-1.48
2011_09_26_drive_0029_sync_0000000394,0.17,-0.48,0.45,2.17,1.08,0
2011_09_26_drive_0029_sync_0000000266,0.17,0,0.35,-1.99,0,0
2011_09_26_drive_0029_sync_0000000308,0,-0.44,-0.24,-3.32,4.76,-4.18
2011_09_26_drive_0029_sync_0000000267,0.28,0,0.44,-3.62,2.44,-3.24
2011_09_26_drive_0029_sync_0000000381,-0.5,0.29,-0.45,3.78,0,-2.58
2011_09_26_drive_0029_sync_0000000007,0.49,0.49,0.14,0,0,-4.43
2011_09_26_drive_0029_sync_0000000293,0.32,0,0.47,4.0,2.52,0
2011_09_26_drive_0029_sync_0000000212,0.35,-0.26,0.45,3.18,0,-4.29
2011_09_26_drive_0029_sync_0000000102,0.11,0.16,0.19,-3.17,0,3.14
2011_09_26_drive_0029_sync_0000000319,0,-0.35,0.15,-3.73,-4.91,0
2011_09_26_drive_0029_sync_0000000372,0,-0.18,0,-2.48,0,0
2011_09_26_drive_0029_sync_0000000327,-0.28,0.38,0,-2.9,0,2.88
2011_09_26_drive_0029_sync_0000000120,0,0,-0.21,0,0,0
2011_09_26_drive_0029_sync_0000000172,0.16,0,0,0,0,0
2011_09_26_drive_0029_sync_0000000011,0.15,0.48,0,2.94,2.08,-4.59
2011_09_26_drive_0029_sync_0000000088,-0.41,0,0,0,0,0.64
2011_09_26_drive_0029_sync_0000000076,-0.25,0,0.38,0,0,0
2011_09_26_drive_0029_sync_0000000276,-0.25,-0.31,0,4.85,-4.76,0
2011_09_26_drive_0029_sync_0000000175,0,0,0,3.91,2.97,-3.97
2011_09_26_drive_0029_sync_0000000192,0,-0.31,0,0,0,5.0
2011_09_26_drive_0029_sync_0000000093,0.33,0.21,0,0.99,1.42,0
2011_09_26_drive_0029_sync_0000000361,0,-0.24,0,0,0,0
2011_09_26_drive_0029_sync_0000000178,0.32,0,0.17,0,-4.43,-4.76
2011_09_26_drive_0029_sync_0000000062,0,-0.43,-0.46,0,0,-2.91
2011_09_26_drive_0029_sync_0000000363,0,0,0,0,0,2.77
2011_09_26_drive_0029_sync_0000000106,-0.48,0,0,-1.16,-1.8,3.29
2011_09_26_drive_0029_sync_0000000080,0,-0.34,-0.26,3.88,0,2.12
2011_09_26_drive_0029_sync_0000000300,0.26,0,0.17,0,4.1,0
2011_09_26_drive_0029_sync_0000000032,0,-0.39,-0.1,0,0,0
2011_09_26_drive_0029_sync_0000000026,0,-0.19,0,3.6,1.99,0
2011_09_26_drive_0029_sync_0000000359,0,0.17,0,0,2.68,0
2011_09_26_drive_0029_sync_0000000023,0,-0.2,0,0,0,0
2011_09_26_drive_0029_sync_0000000091,0,0.21,0,-0.92,-1.24,-1.75
2011_09_26_drive_0029_sync_0000000377,-0.18,0,0.2,-3.42,3.02,-4.83
2011_09_26_drive_0029_sync_0000000250,0.4,0.35,0,4.05,0,0
2011_09_26_drive_0029_sync_0000000005,0.41,0.17,0,0,0,0
2011_09_26_drive_0029_sync_0000000018,0,0,-0.42,0,0,-1.1
2011_09_26_drive_0029_sync_0000000215,0.23,-0.44,-0.31,0,0,0
2011_09_26_drive_0029_sync_0000000209,0,0,0,-4.23,0,0
2011_09_26_drive_0029_sync_0000000422,-0.42,0,0,0,0,0
2011_09_26_drive_0029_sync_0000000109,0,0,0,-4.62,0,0
2011_09_26_drive_0029_sync_0000000260,0,0.33,-0.19,1.46,0.95,0
2011_09_26_drive_0029_sync_0000000154,0.45,0.45,0,4.1,3.86,0
2011_09_26_drive_0029_sync_0000000202,-0.21,-0.35,0.15,0,0,0
