name,x,y,z,theta_rad1,theta_rad2,theta_rad3
2011_09_26_drive_0084_sync_0000000324,-0.34,0,0,0,0,4.91
2011_09_26_drive_0057_sync_0000000119,-0.46,-0.2,0.47,0,0,-0.93
2011_10_03_drive_0027_sync_0000002774,0,0,0.36,3.64,2.27,0
2011_09_26_drive_0011_sync_0000000018,-0.19,-0.3,0,1.51,4.9,1.73
2011_09_26_drive_0093_sync_0000000288,-0.22,0.22,0,-2.46,0,0
2011_09_26_drive_0096_sync_0000000423,0,-0.12,-0.32,0,0,0
2011_09_26_drive_0101_sync_0000000732,0,0,0,-2.22,0,4.93
2011_10_03_drive_0027_sync_0000000509,-0.46,0,-0.42,0.95,0,-2.99
2011_10_03_drive_0042_sync_0000000923,-0.29,0,-0.38,0,1.75,0
2011_10_03_drive_0027_sync_0000004443,0,0,0.15,0,0,0
2011_09_26_drive_0027_sync_0000000066,0,0,0,0,0.77,0
2011_09_26_drive_0023_sync_0000000356,-0.19,-0.33,-0.49,-3.98,0,1.07
2011_09_26_drive_0019_sync_0000000365,0.1,-0.15,0,-4.83,-1.64,-4.11
2011_09_26_drive_0019_sync_0000000052,0,-0.49,0,-1.39,-2.92,4.76
2011_09_26_drive_0022_sync_0000000220,0.35,-0.3,0,0,-2.75,0
2011_09_26_drive_0096_sync_0000000010,0.48,0,0.47,0,0,3.68
2011_10_03_drive_0042_sync_0000000332,0,0,0.21,0,0,0
2011_09_26_drive_0027_sync_0000000101,0,0,0,0,-3.19,4.72
2011_09_26_drive_0064_sync_0000000086,-0.27,0.19,0.48,0,4.51,4.72
2011_09_26_drive_0028_sync_0000000278,0.22,-0.29,0,2.99,-3.19,0
2011_09_26_drive_0032_sync_0000000153,-0.18,0,0.11,-4.58,2.17,4.06
2011_09_26_drive_0022_sync_0000000307,0,0,0,2.54,0.82,0
2011_09_26_drive_0101_sync_0000000218,-0.25,0.33,0.33,0,0,0
2011_10_03_drive_0027_sync_0000000375,0,0,-0.19,3.01,4.03,2.98
2011_09_26_drive_0087_sync_0000000379,0.26,0,-0.46,4.68,-3.71,-2.55
2011_09_26_drive_0027_sync_0000000017,0.1,-0.48,0,0.86,1.48,0
2011_09_26_drive_0036_sync_0000000013,0,0,0.14,0,0,0
2011_09_26_drive_0101_sync_0000000341,0.31,0,-0.45,0,-4.43,0
2011_09_26_drive_0036_sync_0000000214,0,0,-0.48,-1.99,-1.04,0
2011_10_03_drive_0042_sync_0000000849,-0.41,0.22,-0.34,2.39,0,0
2011_10_03_drive_0027_sync_0000003307,0,0,0.32,0,0,0
2011_09_26_drive_0036_sync_0000000629,0.12,0,0,1.6,0.67,2.32
2011_10_03_drive_0027_sync_0000004181,0,-0.38,-0.29,4.0,0,0
2011_10_03_drive_0027_sync_0000002414,0,0,-0.28,0,0,0
2011_10_03_drive_0027_sync_0000001321,0,0,-0.45,1.78,-0.53,-4.12
2011_09_26_drive_0022_sync_0000000786,0.4,-0.4,0,3.18,0,4.11
2011_09_26_drive_0032_sync_0000000370,0.25,0,0.2,-3.47,3.11,0
2011_10_03_drive_0027_sync_0000003565,0,0.27,0,0,0,-3.27
2011_09_26_drive_0022_sync_0000000593,-0.12,0,-0.46,0,0,0
2011_10_03_drive_0027_sync_0000000408,0.44,0.49,-0.4,3.9,-3.95,0
2011_09_26_drive_0035_sync_0000000039,0,0.38,-0.26,4.62,0,3.54
2011_10_03_drive_0042_sync_0000000966,0.37,0,0.32,2.89,-4.44,-2.04
2011_09_26_drive_0019_sync_0000000237,0.17,0,0,0,0,0
2011_09_26_drive_0093_sync_0000000321,-0.43,0.32,0,0,0,2.77
2011_09_26_drive_0019_sync_0000000223,0.33,0,-0.17,-4.47,1.6,3.62
2011_09_26_drive_0095_sync_0000000062,0,0,0,0,3.87,0
2011_09_26_drive_0023_sync_0000000258,-0.18,0,-0.21,-3.51,4.38,1.44
2011_09_26_drive_0101_sync_0000000788,0,0,0,0,-2.92,0
2011_09_26_drive_0093_sync_0000000048,0,0,0,0,-4.84,0
2011_09_26_drive_0036_sync_0000000300,0,0,0.21,0,0,0.69
2011_09_26_drive_0036_sync_0000000406,0.1,0,0.16,0,-1.81,-4.27
2011_10_03_drive_0027_sync_0000002376,0.3,0.19,0,3.78,3.35,-0.86
2011_10_03_drive_0027_sync_0000001539,-0.43,0,0,0,0,0
2011_09_26_drive_0032_sync_0000000162,-0.23,0,0.25,-0.68,-1.61,-1.92
2011_09_26_drive_0020_sync_0000000068,-0.44,0,0.3,-4.14,0,0
2011_09_26_drive_0015_sync_0000000101,0.18,0,0.39,0,0,0
2011_09_26_drive_0084_sync_0000000161,0,0,0,1.17,4.81,4.65
2011_10_03_drive_0027_sync_0000003009,-0.13,0,-0.17,0,3.79,-2.93
2011_10_03_drive_0027_sync_0000004111,-0.13,0.41,-0.4,3.59,0,-4.88
2011_09_26_drive_0057_sync_0000000354,0,0,0,-2.22,0,-0.7
2011_10_03_drive_0027_sync_0000000815,0,0,0,4.77,0,0
2011_10_03_drive_0027_sync_0000001385,0,-0.2,0,-3.03,0,-2.06
2011_09_26_drive_0023_sync_0000000132,0,0.32,0,0,0,0
2011_09_26_drive_0028_sync_0000000195,0,0,-0.45,0,0,0
2011_09_26_drive_0032_sync_0000000011,-0.11,0,-0.38,-3.52,0,-1.21
2011_10_03_drive_0027_sync_0000003887,0,0,0,2.0,0,0
2011_09_26_drive_0019_sync_0000000147,0,-0.15,0,-1.43,0,1.62
2011_09_26_drive_0064_sync_0000000191,-0.13,-0.23,0.34,-3.03,0,-1.8
2011_09_26_drive_0070_sync_0000000389,0,-0.46,0,0,-1.84,3.42
2011_10_03_drive_0027_sync_0000000921,-0.19,-0.43,-0.15,1.34,0,2.71
2011_09_26_drive_0064_sync_0000000421,0.26,0,0,0,0,0
2011_09_26_drive_0086_sync_0000000375,-0.35,0,0,0,4.14,0
2011_09_26_drive_0051_sync_0000000232,0,0,0,0,-4.2,0
2011_09_26_drive_0027_sync_0000000085,0,0,0.44,3.28,-1.11,0
2011_09_26_drive_0028_sync_0000000346,-0.28,-0.27,0.44,0,1.62,1.02
2011_09_26_drive_0035_sync_0000000123,0,0.27,0,1.69,0,0
2011_09_26_drive_0001_sync_0000000026,0,0.42,0.43,4.38,3.07,0
2011_09_26_drive_0002_sync_0000000011,0,0,0.37,4.69,2.96,0
2011_09_26_drive_0036_sync_0000000434,0,-0.41,-0.36,0,0,0
2011_09_26_drive_0028_sync_0000000110,-0.33,0.47,0.31,0,0,0
2011_09_26_drive_0096_sync_0000000252,0,0,0,-3.51,0,0
2011_09_26_drive_0005_sync_0000000125,0,-0.33,0,0,0,0
2011_09_26_drive_0086_sync_0000000433,0,0,0.45,0,0,0
2011_09_26_drive_0039_sync_0000000200,-0.18,-0.31,0.29,0,4.23,1.35
2011_09_26_drive_0064_sync_0000000404,0.1,0.28,-0.45,0,0,-4.03
2011_09_26_drive_0101_sync_0000000424,0,0.41,-0.34,0,-1.57,-3.76
2011_09_26_drive_0028_sync_0000000286,0,0.1,-0.49,-1.07,4.96,-4.16
2011_09_26_drive_0101_sync_0000000113,-0.24,0,0.39,0,0,0
2011_09_26_drive_0059_sync_0000000039,0,0,0,-4.69,0,0
2011_09_26_drive_0101_sync_0000000157,0,0,-0.25,0,0,4.19
2011_10_03_drive_0047_sync_0000000618,-0.19,0.26,0.49,0,-4.59,-4.97
2011_09_26_drive_0059_sync_0000000356,0,0.39,0,-4.26,2.43,0
2011_10_03_drive_0027_sync_0000001098,0,0,0,0,2.21,0
2011_09_26_drive_0087_sync_0000000376,-0.36,0.19,-0.18,1.1,0,0
2011_09_26_drive_0022_sync_0000000572,-0.5,-0.16,-0.25,-4.83,3.36,0
2011_10_03_drive_0047_sync_0000000387,-0.14,-0.12,0,0,3.0,0
2011_09_26_drive_0091_sync_0000000216,0.23,0,0,0,0,0
2011_10_03_drive_0027_sync_0000003432,0,0.37,0.18,0,2.05,3.07
2011_10_03_drive_0027_sync_0000000941,0.5,0.26,-0.29,2.84,-2.25,0
2011_09_26_drive_0064_sync_0000000168,-0.33,0,-0.22,0,0,0
2011_09_26_drive_0022_sync_0000000623,0.42,-0.45,0,0,-3.06,3.57
2011_09_26_drive_0022_sync_0000000265,0,0,0,3.79,0,2.43
2011_10_03_drive_0042_sync_0000001024,0.45,0,0.27,-4.44,-4.8,-1.03
2011_10_03_drive_0027_sync_0000002277,0.44,0.14,0,-3.4,-0.61,0
2011_09_26_drive_0091_sync_0000000316,0,-0.34,0.19,-4.11,-0.91,-1.55
2011_09_26_drive_0014_sync_0000000304,0,0,-0.18,1.2,0,-3.79
2011_09_26_drive_0086_sync_0000000581,-0.26,0,0,0,0,1.21
2011_09_26_drive_0061_sync_0000000596,-0.36,0,-0.48,-3.74,0,-2.85
2011_09_26_drive_0056_sync_0000000016,-0.13,-0.35,0,0,0,-1.05
2011_09_26_drive_0051_sync_0000000028,-0.2,0,0,0,0,0
2011_09_26_drive_0011_sync_0000000198,0,0,-0.26,3.52,0,0
2011_09_26_drive_0101_sync_0000000874,0.33,0.31,0.41,0.68,-4.95,0
2011_09_26_drive_0059_sync_0000000006,-0.21,-0.42,0.31,0,-3.5,0
2011_09_26_drive_0093_sync_0000000111,-0.32,0,0,0,0,0
2011_10_03_drive_0027_sync_0000002161,-0.44,0.32,0,-2.81,1.79,-3.08
2011_09_26_drive_0022_sync_0000000390,0,-0.17,0.29,-1.91,0.52,-2.03
2011_09_26_drive_0101_sync_0000000506,0,-0.24,0,0.99,0,-4.09
2011_09_26_drive_0061_sync_0000000219,-0.41,-0.41,0,-2.69,4.56,0
2011_09_26_drive_0087_sync_0000000071,0,0.18,0,0,0,0
2011_10_03_drive_0027_sync_0000003654,0,0.18,-0.25,4.48,-4.8,0
2011_09_26_drive_0029_sync_0000000153,0,0,0.14,0,0,0
2011_10_03_drive_0027_sync_0000000290,0.27,0.47,0.3,-4.26,0,0.7
2011_09_26_drive_0051_sync_0000000086,-0.19,-0.19,0.37,0,-2.79,0
2011_09_26_drive_0015_sync_0000000018,-0.25,0,0,0,0,0
2011_10_03_drive_0027_sync_0000003919,0.3,-0.32,0,-4.56,-4.1,3.26
2011_10_03_drive_0042_sync_0000000418,0,0,0,-3.0,0,0
2011_10_03_drive_0027_sync_0000001814,-0.41,0,0,0,1.81,4.73
2011_09_26_drive_0086_sync_0000000366,0.35,-0.35,0.19,-1.67,0,0
2011_10_03_drive_0027_sync_0000002782,0,-0.29,0,0,0,-2.97
2011_09_26_drive_0096_sync_0000000115,0,0,-0.12,0,0,0
2011_09_26_drive_0015_sync_0000000235,0,-0.33,-0.17,0.68,1.92,1.05
2011_10_03_drive_0027_sync_0000003456,0.33,0.33,0,3.0,2.02,3.31
2011_09_26_drive_0087_sync_0000000232,0,0.37,0.32,-4.18,-3.81,0
2011_09_26_drive_0086_sync_0000000145,0.3,0.24,0.31,-3.81,3.1,0
2011_09_26_drive_0096_sync_0000000071,0.4,0.1,-0.49,0,2.03,0
2011_09_26_drive_0064_sync_0000000423,0,0,0,-3.27,-0.92,-0.6
2011_09_26_drive_0059_sync_0000000138,-0.11,0,0,0,0,-0.84
2011_09_26_drive_0059_sync_0000000301,0,0,-0.31,1.9,0,2.28
2011_09_26_drive_0032_sync_0000000075,0,0,0,0,-0.86,-3.89
2011_09_26_drive_0091_sync_0000000006,-0.38,0.13,0.32,-4.79,1.23,0
2011_09_26_drive_0022_sync_0000000774,0.39,0.18,0,0,-1.8,0
2011_10_03_drive_0027_sync_0000003894,0,0,0,0,2.58,0
2011_09_26_drive_0029_sync_0000000139,0,0,0,-3.18,-4.18,0
2011_09_26_drive_0014_sync_0000000004,-0.41,-0.42,0,0,2.83,0
2011_09_26_drive_0091_sync_0000000103,0,0,0,0,2.75,0
2011_09_26_drive_0051_sync_0000000268,0,0,0,0,-2.29,0
2011_09_26_drive_0056_sync_0000000167,0,-0.17,0,0,0,0
2011_09_26_drive_0061_sync_0000000480,0,-0.15,0,4.26,0,0
2011_10_03_drive_0027_sync_0000003956,0,-0.44,-0.41,-2.29,2.22,-1.83
2011_09_26_drive_0022_sync_0000000605,0.12,0,0,-4.4,-3.03,1.97
2011_10_03_drive_0027_sync_0000002332,0.34,0,0.17,-3.0,-3.78,0
2011_09_26_drive_0104_sync_0000000116,0.3,0,-0.13,0,1.64,0
2011_10_03_drive_0027_sync_0000001216,0,-0.29,0,0,0,-4.02
2011_09_26_drive_0091_sync_0000000198,0.13,0,-0.3,0,0,0
2011_09_26_drive_0087_sync_0000000211,-0.3,0,0,-2.91,-1.12,0
2011_09_26_drive_0029_sync_0000000281,0.2,0,0,0,3.96,-1.63
2011_09_26_drive_0002_sync_0000000039,0,0,-0.17,-3.56,-1.15,1.56
2011_09_26_drive_0028_sync_0000000096,0,0,-0.32,-0.54,0,4.78
2011_09_26_drive_0027_sync_0000000065,-0.21,0,-0.1,0,-2.81,4.52
2011_09_26_drive_0101_sync_0000000587,-0.25,-0.15,0,0,-3.06,2.27
2011_09_26_drive_0057_sync_0000000041,-0.14,0,-0.45,-3.45,-1.52,1.35
2011_10_03_drive_0027_sync_0000000551,0.14,0,-0.19,-1.96,-1.38,-1.37
2011_09_26_drive_0096_sync_0000000246,0,0.33,-0.23,1.61,2.31,0
2011_10_03_drive_0027_sync_0000004220,0,-0.19,0,0,3.45,-2.73
2011_10_03_drive_0047_sync_0000000111,0,0.43,0.4,-3.77,1.57,0
2011_09_26_drive_0087_sync_0000000651,0.29,0,-0.32,3.31,-4.61,-3.28
2011_10_03_drive_0027_sync_0000001346,0,0,0,-4.32,0,0
2011_09_26_drive_0101_sync_0000000394,0,-0.35,0,3.9,0,4.41
2011_09_26_drive_0036_sync_0000000729,0,0,0,4.74,-2.27,-4.73
2011_09_26_drive_0001_sync_0000000056,0,0,0.38,0,0,3.72
2011_10_03_drive_0027_sync_0000000013,0.39,-0.1,-0.46,-3.38,-2.75,0
2011_09_26_drive_0022_sync_0000000190,0.23,0.21,0.4,0,0,2.91
2011_09_26_drive_0084_sync_0000000327,-0.28,0.22,0,-0.81,3.3,-3.23
2011_09_26_drive_0095_sync_0000000095,-0.49,-0.5,0.17,0,-3.91,-1.5
2011_10_03_drive_0027_sync_0000002203,-0.47,0,0,0,-2.95,-1.62
2011_09_26_drive_0022_sync_0000000664,0.24,0,0,0,2.52,0
2011_09_26_drive_0059_sync_0000000359,-0.24,-0.49,0,1.48,-3.98,0
2011_09_26_drive_0061_sync_0000000299,-0.13,0.39,0,-0.83,-4.96,-4.89
2011_09_26_drive_0019_sync_0000000006,-0.35,0,0,0,0,0
2011_10_03_drive_0027_sync_0000000715,0.16,-0.16,-0.25,4.44,0,-3.16
2011_09_26_drive_0096_sync_0000000077,0,-0.47,-0.12,4.05,0,4.99
2011_09_26_drive_0015_sync_0000000198,-0.5,0,0,-3.94,-1.82,0
2011_09_26_drive_0032_sync_0000000118,-0.49,-0.33,0.11,0,0,0
2011_09_26_drive_0022_sync_0000000581,0,-0.18,0,0,0,0
2011_09_26_drive_0014_sync_0000000151,0,-0.25,-0.36,2.72,0,-3.83
2011_10_03_drive_0027_sync_0000000912,0,0.36,-0.32,1.64,3.78,4.87
2011_09_26_drive_0051_sync_0000000027,0,-0.17,0.13,0,-2.24,0
2011_09_26_drive_0113_sync_0000000050,0.47,-0.43,-0.38,0,4.66,-2.24
2011_09_26_drive_0046_sync_0000000123,-0.29,0,0.47,-4.04,2.11,3.69
2011_09_26_drive_0061_sync_0000000421,0,0,0,0,0,-2.54
2011_10_03_drive_0027_sync_0000002342,0,0,0,0,-0.56,0
2011_10_03_drive_0027_sync_0000001018,0,0,0,-3.98,0,0
2011_09_26_drive_0022_sync_0000000160,0,0,0,-3.67,0,-4.31
2011_09_26_drive_0014_sync_0000000293,0,0.36,0,0,0,0
2011_10_03_drive_0042_sync_0000000085,0,0.22,-0.2,-0.8,0,3.09
2011_10_03_drive_0027_sync_0000002698,0.19,0.48,-0.27,1.1,3.74,0
2011_09_26_drive_0032_sync_0000000163,0.36,0,0,3.69,3.5,0
2011_09_26_drive_0061_sync_0000000470,0.21,0,0,0,-3.27,3.25
2011_09_26_drive_0104_sync_0000000172,0,0.25,-0.13,-2.97,0,-3.34
2011_10_03_drive_0027_sync_0000004065,0,0,-0.44,-1.05,-3.05,-2.98
2011_09_26_drive_0064_sync_0000000327,0,0.36,-0.43,3.55,4.74,-4.44
2011_10_03_drive_0027_sync_0000001835,0,-0.25,0.45,0,2.94,0
2011_10_03_drive_0027_sync_0000004317,-0.18,0.18,-0.31,-2.16,3.47,0
2011_10_03_drive_0047_sync_0000000169,0.26,0,0,0,0,1.63
2011_09_26_drive_0064_sync_0000000441,0.19,0.2,-0.26,0,0,0
2011_10_03_drive_0027_sync_0000003766,0,0,0,2.21,-2.9,3.86
2011_10_03_drive_0027_sync_0000002669,0,0.33,-0.29,-0.56,0,0
2011_09_26_drive_0023_sync_0000000097,0,-0.22,0,0.52,0,3.77
2011_10_03_drive_0027_sync_0000001057,0.34,0,0,0,0,0
2011_09_26_drive_0019_sync_0000000245,0.15,-0.49,0,-2.51,1.63,0
2011_09_26_drive_0014_sync_0000000184,0,0,0,0,3.44,0
2011_09_26_drive_0096_sync_0000000143,0,0.26,-0.4,0,-2.38,0
2011_09_26_drive_0064_sync_0000000217,0.34,0,0,0,0,0
2011_09_26_drive_0061_sync_0000000355,0.27,0,0.39,0,-1.23,-2.85
2011_09_26_drive_0070_sync_0000000419,0,0,0,0,-1.05,4.52
2011_09_26_drive_0061_sync_0000000291,0,0,-0.43,0,0,-0.76
2011_09_26_drive_0019_sync_0000000339,0,0,0,2.99,-4.85,-3.46
2011_09_26_drive_0036_sync_0000000044,-0.12,0,0,0,0,0
2011_09_26_drive_0086_sync_0000000009,0.25,0,-0.48,0,0,-2.82
2011_09_26_drive_0095_sync_0000000203,0,0,-0.4,0,2.92,0
2011_09_26_drive_0101_sync_0000000382,-0.46,0,-0.18,-2.48,-2.75,3.34
2011_09_26_drive_0101_sync_0000000736,0,0,0,0,-2.25,-3.04
2011_09_26_drive_0104_sync_0000000040,0.11,-0.32,-0.32,0,4.4,0
2011_09_26_drive_0061_sync_0000000176,0,0,0,0,0,2.64
2011_09_26_drive_0027_sync_0000000069,0,-0.18,0,-1.37,1.26,0.73
2011_09_26_drive_0028_sync_0000000285,0.35,-0.3,-0.24,0,0,-4.34
2011_09_26_drive_0036_sync_0000000239,-0.24,0,0,0,0,0
2011_09_26_drive_0087_sync_0000000304,0.44,0,-0.34,-1.97,0,4.75
2011_09_26_drive_0001_sync_0000000068,0.23,-0.23,0.24,0,0,4.3
2011_09_26_drive_0028_sync_0000000319,0,0,-0.23,4.91,2.3,0
2011_09_26_drive_0064_sync_0000000398,0.16,0,0.42,-4.24,4.16,1.56
2011_10_03_drive_0027_sync_0000001730,-0.28,-0.32,0,1.03,2.08,4.07
2011_09_26_drive_0061_sync_0000000282,-0.39,0,0.15,-3.92,4.4,0.76
2011_10_03_drive_0042_sync_0000001103,0,-0.32,-0.45,-3.94,-4.13,-1.82
2011_10_03_drive_0027_sync_0000003331,-0.37,0.2,0.34,0.86,-3.62,0
2011_09_26_drive_0101_sync_0000000005,0,0.19,0.22,1.72,4.54,0
2011_10_03_drive_0027_sync_0000000712,0,-0.28,0,-1.08,0,-1.04
2011_09_26_drive_0018_sync_0000000266,0.27,-0.21,0.2,0,0,-0.68
2011_09_26_drive_0101_sync_0000000375,-0.3,0.27,-0.14,0,-3.6,1.11
2011_09_26_drive_0086_sync_0000000318,0,0.23,0.41,-1.59,0,-3.11
2011_10_03_drive_0027_sync_0000000719,0.4,0,0.3,-4.25,3.17,0
2011_09_26_drive_0032_sync_0000000326,0.41,0,-0.24,3.55,0,3.31
2011_09_26_drive_0032_sync_0000000016,0,-0.33,0,-3.9,-0.51,-4.64
2011_09_26_drive_0032_sync_0000000306,0,0,-0.14,0,0,0
2011_10_03_drive_0027_sync_0000002780,-0.24,0.39,0.16,4.09,0.54,0
2011_10_03_drive_0027_sync_0000000377,0.28,0.28,0,0,1.59,0
2011_10_03_drive_0047_sync_0000000312,0,0.13,0,0,0,0
2011_09_26_drive_0061_sync_0000000052,0,0.29,0,2.83,0,0
2011_09_26_drive_0029_sync_0000000132,0,-0.16,0,0,-4.01,-0.72
2011_09_26_drive_0104_sync_0000000284,0.11,0.39,-0.19,0,2.82,-2.76
2011_09_26_drive_0022_sync_0000000735,0,0,0.1,0,0,-3.21
2011_10_03_drive_0027_sync_0000000692,0,-0.46,0,-3.91,-3.68,0
2011_10_03_drive_0027_sync_0000000394,-0.15,0,0.24,2.44,0,-4.7
2011_09_26_drive_0104_sync_0000000244,0,0.33,0,0,0,1.81
2011_09_26_drive_0104_sync_0000000280,0,0,0.33,0,0,4.28
2011_09_26_drive_0023_sync_0000000085,0.23,-0.45,-0.4,-3.33,1.89,0
2011_09_26_drive_0101_sync_0000000088,-0.33,-0.45,-0.38,0,0.58,0
2011_09_26_drive_0052_sync_0000000067,0,0.14,0,0,4.73,3.12
2011_09_26_drive_0005_sync_0000000092,-0.38,-0.47,0,1.95,-1.55,-2.53
2011_10_03_drive_0027_sync_0000002199,-0.33,-0.34,0,3.25,3.28,0
2011_10_03_drive_0027_sync_0000000274,0,0,0.11,0,0,-2.87
2011_09_26_drive_0023_sync_0000000035,0,0,0,-0.8,0,-3.79
2011_10_03_drive_0027_sync_0000001381,0,0,0,-1.87,-3.26,0
2011_09_26_drive_0046_sync_0000000105,0,0.38,-0.48,1.24,2.99,-4.82
2011_09_26_drive_0022_sync_0000000144,-0.14,-0.12,0,-0.95,-0.51,0
2011_09_26_drive_0070_sync_0000000243,0.13,0.11,0.21,-0.71,-3.5,0
2011_09_26_drive_0093_sync_0000000154,0,0,0,0,0,-1.03
2011_09_26_drive_0086_sync_0000000299,0,-0.49,0,0,-3.2,0
2011_09_26_drive_0027_sync_0000000077,0,0,0,-1.59,0.65,-2.36
2011_09_26_drive_0096_sync_0000000202,0,0,0.2,3.77,0,0
2011_10_03_drive_0027_sync_0000003404,0,0,0,3.09,0,0
2011_09_26_drive_0020_sync_0000000008,0,0.44,0.41,0.95,0,0
2011_10_03_drive_0027_sync_0000004079,-0.17,0,0,0,-2.82,-0.7
2011_10_03_drive_0042_sync_0000000489,0,0,0.35,-1.19,1.97,0
2011_09_26_drive_0022_sync_0000000090,0,0.38,0.42,0.51,-2.27,2.26
2011_09_26_drive_0104_sync_0000000157,0.21,0,-0.12,1.34,1.72,-1.61
2011_09_26_drive_0029_sync_0000000160,0,0,-0.11,0,0,0
2011_09_26_drive_0051_sync_0000000101,0,0,-0.15,0,-3.24,-0.66
2011_09_26_drive_0028_sync_0000000288,0,0,-0.17,0,0,0
2011_10_03_drive_0027_sync_0000004314,0,0.33,0,0,0,0
2011_09_26_drive_0061_sync_0000000166,0,0,0,3.52,1.96,0
2011_09_26_drive_0064_sync_0000000558,0.31,-0.22,0,-3.85,-4.01,0
2011_09_26_drive_0014_sync_0000000201,0.13,0,0,0,3.34,-2.04
2011_10_03_drive_0047_sync_0000000222,0.26,0,-0.32,0,-1.77,3.1
2011_09_26_drive_0022_sync_0000000270,-0.12,0.43,-0.18,-2.32,2.84,0
2011_09_26_drive_0091_sync_0000000308,0.4,-0.21,0.23,0,-4.62,0
2011_09_26_drive_0019_sync_0000000315,0,0.29,0.42,3.28,2.78,2.75
2011_09_26_drive_0064_sync_0000000382,-0.21,-0.14,-0.14,-0.61,0,0
2011_10_03_drive_0027_sync_0000002806,0,0,-0.16,3.52,-4.18,0
2011_09_26_drive_0023_sync_0000000266,0,0,-0.35,0,0,0
2011_10_03_drive_0042_sync_0000000156,0,0.48,-0.19,-1.7,-4.35,0
2011_09_26_drive_0014_sync_0000000233,0.13,0.47,0.33,0,0,0
2011_09_26_drive_0039_sync_0000000029,0,-0.38,-0.2,0.88,4.05,3.92
2011_09_26_drive_0039_sync_0000000129,-0.13,-0.31,0,0,3.96,0
2011_09_26_drive_0064_sync_0000000291,0,0,-0.35,1.63,0.51,0
2011_09_26_drive_0023_sync_0000000454,0,0,0,-3.42,-1.67,1.48
2011_09_26_drive_0028_sync_0000000035,-0.41,-0.36,-0.17,0,0,3.48
2011_09_26_drive_0096_sync_0000000058,0,-0.4,0.49,2.1,-4.91,3.31
2011_10_03_drive_0047_sync_0000000254,0,0.22,0,0,0,-0.97
2011_10_03_drive_0027_sync_0000003859,0,0,0,-1.0,0,0
2011_09_26_drive_0051_sync_0000000246,0,0,0.18,-3.46,3.47,0.72
2011_10_03_drive_0042_sync_0000000204,0,-0.18,0,0,0,0.88
2011_10_03_drive_0042_sync_0000000957,-0.35,0,0,3.22,-3.93,-0.8
2011_10_03_drive_0027_sync_0000003384,0,0,0,1.35,1.45,1.57
2011_09_26_drive_0022_sync_0000000577,0,-0.23,0,0,-1.6,3.33
2011_09_26_drive_0028_sync_0000000011,0,0,0.32,-0.82,0,0
2011_09_26_drive_0070_sync_0000000353,0.23,0,0,0,0,-4.04
2011_10_03_drive_0027_sync_0000000125,0.22,-0.19,-0.17,2.11,-4.67,0
2011_09_26_drive_0087_sync_0000000714,0,0.4,0,0,2.69,-2.64
2011_09_26_drive_0036_sync_0000000630,0,0,0.3,0,0,0
2011_09_26_drive_0064_sync_0000000542,0,0,0,-3.64,0,0
2011_09_26_drive_0084_sync_0000000092,0,0.38,0.42,0,4.75,1.19
2011_10_03_drive_0027_sync_0000002279,-0.44,0,-0.39,0,0,-2.91
2011_10_03_drive_0027_sync_0000003499,0.32,0,0,0,4.57,0
2011_09_26_drive_0020_sync_0000000076,0,-0.34,-0.39,3.94,0,3.24
2011_10_03_drive_0027_sync_0000002993,0.48,-0.46,0.41,0,2.0,0
2011_09_26_drive_0064_sync_0000000550,-0.34,0.26,0.49,1.38,-4.24,0
2011_09_26_drive_0052_sync_0000000051,-0.46,-0.28,0.3,-0.91,-0.79,0
2011_10_03_drive_0027_sync_0000004037,0.37,-0.16,0,1.96,0,0.51
2011_10_03_drive_0027_sync_0000003608,-0.12,0,-0.1,-2.56,2.79,-4.01
2011_09_26_drive_0101_sync_0000000691,0,0.15,0,-1.17,0,0.78
2011_10_03_drive_0027_sync_0000000947,-0.11,0,0,0,0,0
2011_10_03_drive_0027_sync_0000002321,0.17,0.24,0.39,-4.1,-3.89,0
2011_10_03_drive_0027_sync_0000001848,0,0,0.36,0,0,0
2011_09_26_drive_0019_sync_0000000427,0,0,0.33,0,-4.93,0
2011_10_03_drive_0042_sync_0000000439,0,0,0,2.34,2.71,-1.4
2011_09_26_drive_0015_sync_0000000227,0,0,0,2.4,0,1.68
2011_10_03_drive_0042_sync_0000000767,-0.36,0,0,0,3.12,0
2011_09_26_drive_0095_sync_0000000220,0,0,-0.37,3.61,0,0
2011_09_26_drive_0086_sync_0000000207,0,0,0.23,0,0,1.53
2011_10_03_drive_0042_sync_0000000104,0,0,0,0,0,-0.96
2011_10_03_drive_0027_sync_0000003890,-0.32,0,0,0,0,-4.19
2011_09_26_drive_0017_sync_0000000054,0.18,0.39,0,0,0,0
2011_09_26_drive_0039_sync_0000000090,-0.39,-0.28,0,4.69,-1.14,0
2011_10_03_drive_0027_sync_0000001304,0,0,0,3.09,0,0
2011_10_03_drive_0027_sync_0000003502,0,0,0.29,-1.65,-2.96,4.64
2011_09_26_drive_0029_sync_0000000204,0.27,0,0,0,0,0
2011_10_03_drive_0042_sync_0000000863,0.11,0,-0.44,3.31,2.6,-3.16
2011_10_03_drive_0027_sync_0000003858,-0.28,-0.12,0.1,0,1.1,-3.73
2011_10_03_drive_0027_sync_0000003614,0,-0.29,0.46,-1.27,3.66,-0.9
2011_10_03_drive_0047_sync_0000000041,-0.14,0.19,0,0,0,-2.52
2011_09_26_drive_0032_sync_0000000071,0,0,0,4.85,0,3.2
